pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time,signposted_as
PW.E.43012_1.430,E.43012,1.430,1,0,60,"Accés per Hospital de Sant Pau"
PW.1.430_E.43012,1.430,E.43012,1,0,60,"Sortida per Hospital de Sant Pau"
PW.1.431_1.528,1.431,1.528,2,0,150,"Correspondència L4 - L5"
PW.1.431_E.43101,1.431,E.43101,1,0,60,"Sortida per Ronda Guinardó - costat Mar"
PW.E.43101_1.431,E.43101,1.431,1,0,60,"Accés per Ronda Guinardó - costat Mar"
PW.E.1043102_1.431,E.1043102,1.431,1,0,60,"Accés per Ronda Guinardó - costat Muntanya"
PW.1.431_E.43102,1.431,E.43102,1,0,60,"Sortida per Ronda Guinardó - costat Muntanya"
PW.1.431_E.1043102,1.431,E.1043102,1,0,60,"Sortida per Ronda Guinardó - costat Muntanya"
PW.E.43102_1.431,E.43102,1.431,1,0,60,"Accés per Ronda Guinardó - costat Muntanya"
PW.E.1043201_1.432,E.1043201,1.432,1,0,60,"Accés per Passeig Verdum / Llucmajor"
PW.E.43201_1.432,E.43201,1.432,1,0,60,"Accés per Passeig Verdum / Llucmajor"
PW.1.432_E.43201,1.432,E.43201,1,0,60,"Sortida per Passeig Verdum / Llucmajor"
PW.1.432_E.1043201,1.432,E.1043201,1,0,60,"Sortida per Passeig Verdum / Llucmajor"
PW.E.43202_1.432,E.43202,1.432,1,0,60,"Accés per Plaça Jardins d'Alfàbia"
PW.1.432_E.43202,1.432,E.43202,1,0,60,"Sortida per Plaça Jardins d'Alfàbia"
PW.1.432_E.43211,1.432,E.43211,1,0,60,"Sortida per Pi i Molist"
PW.E.43211_1.432,E.43211,1.432,1,0,60,"Accés per Pi i Molist"
PW.1.433_E.43301,1.433,E.43301,1,0,60,"Sortida per Via Júlia / Joaquim Valls"
PW.E.1043301_1.433,E.1043301,1.433,1,0,60,"Accés per Via Júlia / Joaquim Valls"
PW.E.43301_1.433,E.43301,1.433,1,0,60,"Accés per Via Júlia / Joaquim Valls"
PW.1.433_E.1043301,1.433,E.1043301,1,0,60,"Sortida per Via Júlia / Joaquim Valls"
PW.E.43311_1.433,E.43311,1.433,1,0,60,"Accés per Via Júlia / Argullós"
PW.1.433_E.43311,1.433,E.43311,1,0,60,"Sortida per Via Júlia / Argullós"
PW.1.434_1.1136,1.434,1.1136,2,0,120,"Correspondència L4 - L11"
PW.1.434_1.339,1.434,1.339,2,0,120,"Correspondència L4 - L3"
PW.1.434_E.43401,1.434,E.43401,1,0,60,"Sortida per Pedrosa"
PW.E.43401_1.434,E.43401,1.434,1,0,60,"Accés per Pedrosa"
PW.1.434_E.43402,1.434,E.43402,1,0,60,"Sortida per Aiguablava"
PW.E.43402_1.434,E.43402,1.434,1,0,60,"Accés per Aiguablava"
PW.1.509_E.1050901,1.509,E.1050901,1,0,60,"Sortida per Plaça Estació"
PW.E.50901_1.509,E.50901,1.509,1,0,60,"Accés per Plaça Estació"
PW.E.1050901_1.509,E.1050901,1.509,1,0,60,"Accés per Plaça Estació"
PW.1.509_E.50901,1.509,E.50901,1,0,60,"Sortida per Plaça Estació"
PW.1.510_E.1051001,1.510,E.1051001,1,0,60,"Sortida per Lindavista"
PW.E.51001_1.510,E.51001,1.510,1,0,60,"Accés per Lindavista"
PW.1.510_E.51001,1.510,E.51001,1,0,60,"Sortida per Lindavista"
PW.E.1051001_1.510,E.1051001,1.510,1,0,60,"Accés per Lindavista"
PW.E.51002_1.510,E.51002,1.510,1,0,60,"Accés per Pl. Catalunya"
PW.1.510_E.51002,1.510,E.51002,1,0,60,"Sortida per Pl. Catalunya"
PW.1.511_E.51101,1.511,E.51101,1,0,60,"Sortida per Avinguda República Argentina"
PW.E.51101_1.511,E.51101,1.511,1,0,60,"Accés per Avinguda República Argentina"
PW.E.1051102_1.511,E.1051102,1.511,1,0,60,"Accés per Mercat Sant Ildefons"
PW.E.51102_1.511,E.51102,1.511,1,0,60,"Accés per Mercat Sant Ildefons"
PW.1.511_E.51102,1.511,E.51102,1,0,60,"Sortida per Mercat Sant Ildefons"
PW.1.511_E.1051102,1.511,E.1051102,1,0,60,"Sortida per Mercat Sant Ildefons"
PW.1.512_E.1051201,1.512,E.1051201,1,0,60,"Sortida per Estronci"
PW.E.51201_1.512,E.51201,1.512,1,0,60,"Accés per Estronci"
PW.E.1051201_1.512,E.1051201,1.512,1,0,60,"Accés per Estronci"
PW.1.512_E.51201,1.512,E.51201,1,0,60,"Sortida per Estronci"
PW.1.513_E.51301,1.513,E.51301,1,0,60,"Sortida per Hortènsia"
PW.E.51301_1.513,E.51301,1.513,1,0,60,"Accés per Hortènsia"
PW.E.1051311_1.513,E.1051311,1.513,1,0,60,"Accés per Maladeta"
PW.E.51311_1.513,E.51311,1.513,1,0,60,"Accés per Maladeta"
PW.1.513_E.1051311,1.513,E.1051311,1,0,60,"Sortida per Maladeta"
PW.1.513_E.51311,1.513,E.51311,1,0,60,"Sortida per Maladeta"
PW.E.1051401_1.514,E.1051401,1.514,1,0,60,"Accés per Avinguda Josep Molins"
PW.1.514_E.1051401,1.514,E.1051401,1,0,60,"Sortida per Avinguda Josep Molins"
PW.1.514_E.51401,1.514,E.51401,1,0,60,"Sortida per Avinguda Josep Molins"
PW.E.51401_1.514,E.51401,1.514,1,0,60,"Accés per Avinguda Josep Molins"
PW.1.514_E.51402,1.514,E.51402,1,0,60,"Sortida per Esteve Grau"
PW.E.51402_1.514,E.51402,1.514,1,0,60,"Accés per Esteve Grau"
PW.E.51411_1.514,E.51411,1.514,1,0,60,"Accés per Doctor Ramon Solanich"
PW.1.514_E.51411,1.514,E.51411,1,0,60,"Sortida per Doctor Ramon Solanich"
PW.1.515_1.916,1.515,1.916,2,0,120,"Correspondència L5 - L9SL10S"
PW.1.515_E.51501,1.515,E.51501,1,0,60,"Sortida per Travessera de les Corts"
PW.E.51501_1.515,E.51501,1.515,1,0,60,"Accés per Travessera de les Corts"
PW.E.51502_1.515,E.51502,1.515,1,0,60,"Accés per Doctor Martí i Julià"
PW.1.515_E.51502,1.515,E.51502,1,0,60,"Sortida per Doctor Martí i Julià"
PW.E.51511_1.515,E.51511,1.515,1,0,60,"Accés per Sant Ramon"
PW.1.515_E.51511,1.515,E.51511,1,0,60,"Sortida per Sant Ramon"
PW.1.516_E.51601,1.516,E.51601,1,0,60,"Sortida per Carrer de Sants"
PW.E.51601_1.516,E.51601,1.516,1,0,60,"Accés per Carrer de Sants"
PW.E.51602_1.516,E.51602,1.516,1,0,60,"Accés per Carreras i Candi"
PW.1.516_E.51602,1.516,E.51602,1,0,60,"Sortida per Carreras i Candi"
PW.1.516_E.51611,1.516,E.51611,1,0,60,"Sortida per Carrer de Sants / Arizala"
PW.E.1051611_1.516,E.1051611,1.516,1,0,60,"Accés per Carrer de Sants / Arizala"
PW.E.51611_1.516,E.51611,1.516,1,0,60,"Accés per Carrer de Sants / Arizala"
PW.1.516_E.1051611,1.516,E.1051611,1,0,60,"Sortida per Carrer de Sants / Arizala"
PW.1.517_1.120,1.517,1.120,2,0,210,"Correspondència L5 - L1"
PW.E.51701_1.517,E.51701,1.517,1,0,60,"Accés per Plaça de Sants"
PW.1.517_E.51701,1.517,E.51701,1,0,60,"Sortida per Plaça de Sants"
PW.E.51702_1.517,E.51702,1.517,1,0,60,"Accés per Galileu"
PW.1.517_E.51702,1.517,E.51702,1,0,60,"Sortida per Galileu"
PW.1.518_1.319,1.518,1.319,2,0,45,"Correspondència L5 - L3"
PW.1.518_E.51801,1.518,E.51801,1,0,60,"Sortida per Estació RENFE / Pl. Joan Peiró"
PW.E.51801_1.518,E.51801,1.518,1,0,60,"Accés per Estació RENFE / Pl. Joan Peiró"
PW.1.518_E.51802,1.518,E.51802,1,0,60,"Sortida per Estació RENFE / Pl. Països Catalans"
PW.E.51802_1.518,E.51802,1.518,1,0,60,"Accés per Estació RENFE / Pl. Països Catalans"
PW.E.1051802_1.518,E.1051802,1.518,1,0,60,"Accés per Estació RENFE / Pl. Països Catalans"
PW.1.518_E.1051802,1.518,E.1051802,1,0,60,"Sortida per Estació RENFE / Pl. Països Catalans"
PW.E.1051901_1.519,E.1051901,1.519,1,0,60,"Accés per Rocafort"
PW.1.519_E.51901,1.519,E.51901,1,0,60,"Sortida per Rocafort"
PW.E.51901_1.519,E.51901,1.519,1,0,60,"Accés per Rocafort"
PW.1.519_E.1051901,1.519,E.1051901,1,0,60,"Sortida per Rocafort"
PW.E.51911_1.519,E.51911,1.519,1,0,60,"Accés per Entença"
PW.1.519_E.51911,1.519,E.51911,1,0,60,"Sortida per Entença"
PW.E.52001_1.520,E.52001,1.520,1,0,60,"Accés per Villarroel"
PW.1.520_E.52001,1.520,E.52001,1,0,60,"Sortida per Villarroel"
PW.1.520_E.1052012,1.520,E.1052012,1,0,60,"Sortida per Rosselló"
PW.1.520_E.52012,1.520,E.52012,1,0,60,"Sortida per Rosselló"
PW.E.1052012_1.520,E.1052012,1.520,1,0,60,"Accés per Rosselló"
PW.E.52012_1.520,E.52012,1.520,1,0,60,"Accés per Rosselló"
PW.1.521_1.328,1.521,1.328,2,0,120,"Correspondència L5 - L3"
PW.1.521_E.52101,1.521,E.52101,1,0,60,"Sortida per Rambla Catalunya"
PW.1.521_E.1052101,1.521,E.1052101,1,0,60,"Sortida per Rambla Catalunya"
PW.E.52101_1.521,E.52101,1.521,1,0,60,"Accés per Rambla Catalunya"
PW.E.1052101_1.521,E.1052101,1.521,1,0,60,"Accés per Rambla Catalunya"
PW.E.52111_1.521,E.52111,1.521,1,0,60,"Accés per Rosselló / FGC"
PW.1.521_E.52111,1.521,E.52111,1,0,60,"Sortida per Rosselló / FGC"
PW.1.522_1.427,1.522,1.427,2,0,45,"Correspondència L5 - L4"
PW.1.522_E.52201,1.522,E.52201,1,0,60,"Sortida per Bailèn"
PW.E.52201_1.522,E.52201,1.522,1,0,60,"Accés per Bailèn"
PW.E.52211_1.522,E.52211,1.522,1,0,60,"Accés per Avinguda Diagonal"
PW.1.522_E.52211,1.522,E.52211,1,0,60,"Sortida per Avinguda Diagonal"
PW.E.52212_1.522,E.52212,1.522,1,0,60,"Accés per Girona"
PW.1.522_E.52212,1.522,E.52212,1,0,60,"Sortida per Girona"
PW.1.523_1.216,1.523,1.216,2,0,45,"Correspondència L5 - L2"
PW.1.523_E.1052301,1.523,E.1052301,1,0,60,"Sortida per Provença / Avinguda Gaudí"
PW.1.523_E.52301,1.523,E.52301,1,0,60,"Sortida per Provença / Avinguda Gaudí"
PW.E.52301_1.523,E.52301,1.523,1,0,60,"Accés per Provença / Avinguda Gaudí"
PW.E.1052301_1.523,E.1052301,1.523,1,0,60,"Accés per Provença / Avinguda Gaudí"
PW.E.52311_1.523,E.52311,1.523,1,0,60,"Accés per Sardenya"
PW.1.523_E.52311,1.523,E.52311,1,0,60,"Sortida per Sardenya"
PW.1.523_E.52312,1.523,E.52312,1,0,60,"Sortida per Plaça de la Sagrada Família"
PW.E.52312_1.523,E.52312,1.523,1,0,60,"Accés per Plaça de la Sagrada Família"
PW.E.1052401_1.524,E.1052401,1.524,1,0,60,"Accés per Dos de Maig"
PW.1.524_E.52401,1.524,E.52401,1,0,60,"Sortida per Dos de Maig"
PW.E.52401_1.524,E.52401,1.524,1,0,60,"Accés per Dos de Maig"
PW.1.524_E.1052401,1.524,E.1052401,1,0,60,"Sortida per Dos de Maig"
PW.E.52411_1.524,E.52411,1.524,1,0,60,"Accés per Cartagena"
PW.1.524_E.52411,1.524,E.52411,1,0,60,"Sortida per Cartagena"
PW.1.525_E.1052501,1.525,E.1052501,1,0,60,"Sortida per Passeig Maragall"
PW.E.1052501_1.525,E.1052501,1.525,1,0,60,"Accés per Passeig Maragall"
PW.E.52501_1.525,E.52501,1.525,1,0,60,"Accés per Passeig Maragall"
PW.1.525_E.52501,1.525,E.52501,1,0,60,"Sortida per Passeig Maragall"
PW.E.52511_1.525,E.52511,1.525,1,0,60,"Accés per Indústria"
PW.1.525_E.52511,1.525,E.52511,1,0,60,"Sortida per Indústria"
PW.1.526_1.133,1.526,1.133,2,0,45,"Correspondència L5 - L1"
PW.1.526_1.930,1.526,1.930,2,0,90,"Correspondència L5 - L9NL10N"
PW.E.52611_1.526,E.52611,1.526,1,0,60,"Accés per Felip II"
PW.E.1052611_1.526,E.1052611,1.526,1,0,60,"Accés per Felip II"
PW.1.526_E.52611,1.526,E.52611,1,0,60,"Sortida per Felip II"
PW.1.526_E.1052611,1.526,E.1052611,1,0,60,"Sortida per Felip II"
PW.1.527_E.52701,1.527,E.52701,1,0,60,"Sortida per Matanzas"
PW.E.52701_1.527,E.52701,1.527,1,0,60,"Accés per Matanzas"
PW.1.527_E.1052701,1.527,E.1052701,1,0,60,"Sortida per Matanzas"
PW.E.1052701_1.527,E.1052701,1.527,1,0,60,"Accés per Matanzas"
PW.E.52711_1.527,E.52711,1.527,1,0,60,"Accés per Francesc Tàrrega"
PW.1.527_E.52711,1.527,E.52711,1,0,60,"Sortida per Francesc Tàrrega"
PW.1.528_1.431,1.528,1.431,2,0,150,"Correspondència L5 - L4"
PW.1.528_E.1052801,1.528,E.1052801,1,0,60,"Sortida per Ramon Albó"
PW.E.1052801_1.528,E.1052801,1.528,1,0,60,"Accés per Ramon Albó"
PW.1.528_E.52801,1.528,E.52801,1,0,60,"Sortida per Ramon Albó"
PW.E.52801_1.528,E.52801,1.528,1,0,60,"Accés per Ramon Albó"
PW.1.528_E.52811,1.528,E.52811,1,0,60,"Sortida per Avinguda dels Quinze"
PW.E.52811_1.528,E.52811,1.528,1,0,60,"Accés per Avinguda dels Quinze"
PW.1.528_E.52812,1.528,E.52812,1,0,60,"Sortida per Prat d'en Roquer"
PW.E.52812_1.528,E.52812,1.528,1,0,60,"Accés per Prat d'en Roquer"
PW.1.529_E.52901,1.529,E.52901,1,0,60,"Sortida per Pi i Molist"
PW.E.52901_1.529,E.52901,1.529,1,0,60,"Accés per Pi i Molist"
PW.1.529_E.52902,1.529,E.52902,1,0,60,"Sortida per Fabra i Puig"
PW.E.52902_1.529,E.52902,1.529,1,0,60,"Accés per Fabra i Puig"
PW.1.529_E.52903,1.529,E.52903,1,0,60,"Sortida per Virrei Amat (muntanya)"
PW.1.529_E.1052903,1.529,E.1052903,1,0,60,"Sortida per Virrei Amat (muntanya)"
PW.E.1052903_1.529,E.1052903,1.529,1,0,60,"Accés per Virrei Amat (muntanya)"
PW.E.52903_1.529,E.52903,1.529,1,0,60,"Accés per Virrei Amat (muntanya)"
PW.E.52911_1.529,E.52911,1.529,1,0,60,"Accés per Felip II / Virrei Amat"
PW.1.529_E.52911,1.529,E.52911,1,0,60,"Sortida per Felip II / Virrei Amat"
PW.1.529_E.52912,1.529,E.52912,1,0,60,"Sortida per Virrei Amat (mar)"
PW.E.52912_1.529,E.52912,1.529,1,0,60,"Accés per Virrei Amat (mar)"
PW.E.53001_1.530,E.53001,1.530,1,0,60,"Accés per Canfranc"
PW.1.530_E.53001,1.530,E.53001,1,0,60,"Sortida per Canfranc"
PW.1.530_E.53002,1.530,E.53002,1,0,60,"Sortida per Cartellà"
PW.E.53002_1.530,E.53002,1.530,1,0,60,"Accés per Cartellà"
PW.1.530_E.1053011,1.530,E.1053011,1,0,60,"Sortida per Passeig de les Palmeres"
PW.E.53011_1.530,E.53011,1.530,1,0,60,"Accés per Passeig de les Palmeres"
PW.E.1053011_1.530,E.1053011,1.530,1,0,60,"Accés per Passeig de les Palmeres"
PW.1.530_E.53011,1.530,E.53011,1,0,60,"Sortida per Passeig de les Palmeres"
PW.1.530_E.53012,1.530,E.53012,1,0,60,"Sortida per Teide"
PW.E.53012_1.530,E.53012,1.530,1,0,60,"Accés per Teide"
PW.E.1053012_1.530,E.1053012,1.530,1,0,60,"Accés per Teide"
PW.1.530_E.1053012,1.530,E.1053012,1,0,60,"Sortida per Teide"
PW.1.531_E.53101,1.531,E.53101,1,0,60,"Sortida per Plaça Eivissa"
PW.E.53101_1.531,E.53101,1.531,1,0,60,"Accés per Plaça Eivissa"
PW.E.53102_1.531,E.53102,1.531,1,0,60,"Accés per Tajo"
PW.1.531_E.53102,1.531,E.53102,1,0,60,"Sortida per Tajo"
PW.1.531_E.1053111,1.531,E.1053111,1,0,60,"Sortida per Lisboa"
PW.E.1053111_1.531,E.1053111,1.531,1,0,60,"Accés per Lisboa"
PW.E.53111_1.531,E.53111,1.531,1,0,60,"Accés per Lisboa"
PW.1.531_E.53111,1.531,E.53111,1,0,60,"Sortida per Lisboa"
PW.1.532_E.53201,1.532,E.53201,1,0,60,"Sortida per Plaça Pastrana"
PW.1.532_E.1053201,1.532,E.1053201,1,0,60,"Sortida per Plaça Pastrana"
PW.E.1053201_1.532,E.1053201,1.532,1,0,60,"Accés per Plaça Pastrana"
PW.E.53201_1.532,E.53201,1.532,1,0,60,"Accés per Plaça Pastrana"
PW.E.53211_1.532,E.53211,1.532,1,0,60,"Accés per Llobregós"
PW.1.532_E.1053211,1.532,E.1053211,1,0,60,"Sortida per Llobregós"
PW.1.532_E.53211,1.532,E.53211,1,0,60,"Sortida per Llobregós"
PW.E.1053211_1.532,E.1053211,1.532,1,0,60,"Accés per Llobregós"
PW.1.532_E.53212,1.532,E.53212,1,0,60,"Sortida per Mercat"
PW.E.53212_1.532,E.53212,1.532,1,0,60,"Accés per Mercat"
PW.1.533_E.1053301,1.533,E.1053301,1,0,60,"Sortida per Passeig Mare de Déu del Coll"
PW.1.533_E.53301,1.533,E.53301,1,0,60,"Sortida per Passeig Mare de Déu del Coll"
PW.E.1053301_1.533,E.1053301,1.533,1,0,60,"Accés per Passeig Mare de Déu del Coll"
PW.E.53301_1.533,E.53301,1.533,1,0,60,"Accés per Passeig Mare de Déu del Coll"
PW.1.533_E.53302,1.533,E.53302,1,0,60,"Sortida per Beat Almató"
PW.E.53302_1.533,E.53302,1.533,1,0,60,"Accés per Beat Almató"
PW.E.1053311_1.533,E.1053311,1.533,1,0,60,"Accés per Arenys"
PW.E.53311_1.533,E.53311,1.533,1,0,60,"Accés per Arenys"
PW.1.533_E.53311,1.533,E.53311,1,0,60,"Sortida per Arenys"
PW.1.533_E.1053311,1.533,E.1053311,1,0,60,"Sortida per Arenys"
PW.1.534_1.333,1.534,1.333,2,0,45,"Correspondència L5 - L3"
PW.1.534_E.1053401,1.534,E.1053401,1,0,60,"Sortida per Residència Sanitària"
PW.E.1053401_1.534,E.1053401,1.534,1,0,60,"Accés per Residència Sanitària"
PW.1.534_E.53401,1.534,E.53401,1,0,60,"Sortida per Residència Sanitària"
PW.E.53401_1.534,E.53401,1.534,1,0,60,"Accés per Residència Sanitària"
PW.E.53402_1.534,E.53402,1.534,1,0,60,"Accés per Avinguda Jordà"
PW.1.534_E.53402,1.534,E.53402,1,0,60,"Sortida per Avinguda Jordà"
PW.E.105501_1.555,E.105501,1.555,1,0,60,"Accés per Avinguda de Xile"
PW.1.555_E.55501,1.555,E.55501,1,0,60,"Sortida per Avinguda de Xile"
PW.E.55501_1.555,E.55501,1.555,1,0,60,"Accés per Avinguda de Xile"
PW.1.555_E.105501,1.555,E.105501,1,0,60,"Sortida per Avinguda de Xile"
PW.E.55502_1.555,E.55502,1.555,1,0,60,"Accés per Cementiri de Sants"
PW.1.555_E.55502,1.555,E.55502,1,0,60,"Sortida per Cementiri de Sants"
PW.E.90101_1.901,E.90101,1.901,1,0,60,"Accés per Aeroport T1"
PW.1.901_E.90101,1.901,E.90101,1,0,60,"Sortida per Aeroport T1"
PW.1.903_E.1090301,1.903,E.1090301,1,0,60,"Sortida per Aeroport T2"
PW.E.90301_1.903,E.90301,1.903,1,0,60,"Accés per Aeroport T2"
PW.E.1090301_1.903,E.1090301,1.903,1,0,60,"Accés per Aeroport T2"
PW.1.903_E.90301,1.903,E.90301,1,0,60,"Sortida per Aeroport T2"
PW.1.904_E.90401,1.904,E.90401,1,0,60,"Sortida per Avinguda de Les Garrigues / Alta Ribagorça"
PW.E.1090401_1.904,E.1090401,1.904,1,0,60,"Accés per Avinguda de Les Garrigues / Alta Ribagorça"
PW.E.90401_1.904,E.90401,1.904,1,0,60,"Accés per Avinguda de Les Garrigues / Alta Ribagorça"
PW.1.904_E.1090401,1.904,E.1090401,1,0,60,"Sortida per Avinguda de Les Garrigues / Alta Ribagorça"
PW.E.90501_1.905,E.90501,1.905,1,0,60,"Accés per Riu Llobregat / Riu Xúquer"
PW.1.905_E.1090501,1.905,E.1090501,1,0,60,"Sortida per Riu Llobregat / Riu Xúquer"
PW.E.1090501_1.905,E.1090501,1.905,1,0,60,"Accés per Riu Llobregat / Riu Xúquer"
PW.1.905_E.90501,1.905,E.90501,1,0,60,"Sortida per Riu Llobregat / Riu Xúquer"
PW.E.90511_1.905,E.90511,1.905,1,0,60,"Accés per Riu Llobregat / Riu Ebre"
PW.1.905_E.90511,1.905,E.90511,1,0,60,"Sortida per Riu Llobregat / Riu Ebre"
PW.1.906_E.1090601,1.906,E.1090601,1,0,60,"Sortida per Plaça Catalunya"
PW.E.90601_1.906,E.90601,1.906,1,0,60,"Accés per Plaça Catalunya"
PW.1.906_E.90601,1.906,E.90601,1,0,60,"Sortida per Plaça Catalunya"
PW.E.1090601_1.906,E.1090601,1.906,1,0,60,"Accés per Plaça Catalunya"
PW.E.90602_1.906,E.90602,1.906,1,0,60,"Accés per C. Lleida"
PW.1.906_E.90602,1.906,E.90602,1,0,60,"Sortida per C. Lleida"
PW.1.907_E.1090701,1.907,E.1090701,1,0,60,"Sortida per Doctor Soler i Torrens"
PW.E.90701_1.907,E.90701,1.907,1,0,60,"Accés per Doctor Soler i Torrens"
PW.E.1090701_1.907,E.1090701,1.907,1,0,60,"Accés per Doctor Soler i Torrens"
PW.1.907_E.90701,1.907,E.90701,1,0,60,"Sortida per Doctor Soler i Torrens"
PW.1.909_E.1090901,1.909,E.1090901,1,0,60,"Sortida per Av. Verge de Montserrat / Ctra. de la Marina"
PW.E.1090901_1.909,E.1090901,1.909,1,0,60,"Accés per Av. Verge de Montserrat / Ctra. de la Marina"
PW.1.909_E.90901,1.909,E.90901,1,0,60,"Sortida per Av. Verge de Montserrat / Ctra. de la Marina"
PW.E.90901_1.909,E.90901,1.909,1,0,60,"Accés per Av. Verge de Montserrat / Ctra. de la Marina"
PW.E.90902_1.909,E.90902,1.909,1,0,60,"Accés per Av. Verge de Montserrat / Les Moreres"
PW.1.909_E.90902,1.909,E.90902,1,0,60,"Sortida per Av. Verge de Montserrat / Les Moreres"
PW.1.910_E.1091001,1.910,E.1091001,1,0,60,"Sortida per Carrer K / Carrer Transversal 6"
PW.E.91001_1.910,E.91001,1.910,1,0,60,"Accés per Carrer K / Carrer Transversal 6"
PW.E.1091001_1.910,E.1091001,1.910,1,0,60,"Accés per Carrer K / Carrer Transversal 6"
PW.1.910_E.91001,1.910,E.91001,1,0,60,"Sortida per Carrer K / Carrer Transversal 6"
PW.E.91101_1.911,E.91101,1.911,1,0,60,"Accés per Av. Parc Logístic / C. Número Un"
PW.1.911_E.91101,1.911,E.91101,1,0,60,"Sortida per Av. Parc Logístic / C. Número Un"
PW.1.911_E.1091101,1.911,E.1091101,1,0,60,"Sortida per Av. Parc Logístic / C. Número Un"
PW.E.1091101_1.911,E.1091101,1.911,1,0,60,"Accés per Av. Parc Logístic / C. Número Un"
PW.E.91102_1.911,E.91102,1.911,1,0,60,"Accés per Av. Parc Logístic / C. Número Vint-i-cinc"
PW.1.911_E.91102,1.911,E.91102,1,0,60,"Sortida per Av. Parc Logístic / C. Número Vint-i-cinc"
PW.1.912_E.91201,1.912,E.91201,1,0,60,"Sortida per Botànica + Accés NORD | EST"
PW.E.91201_1.912,E.91201,1.912,1,0,60,"Accés per Botànica + Accés NORD | EST"
PW.1.912_E.1091201,1.912,E.1091201,1,0,60,"Sortida per Botànica + Accés NORD | EST"
PW.E.1091201_1.912,E.1091201,1.912,1,0,60,"Accés per Botànica + Accés NORD | EST"
PW.E.91202_1.912,E.91202,1.912,1,0,60,"Accés per Accés SUD"
PW.1.912_E.91202,1.912,E.91202,1,0,60,"Sortida per Accés SUD"
PW.1.913_E.91301,1.913,E.91301,1,0,60,"Sortida per Fira Gran Via"
PW.E.91301_1.913,E.91301,1.913,1,0,60,"Accés per Fira Gran Via"
PW.E.1091301_1.913,E.1091301,1.913,1,0,60,"Accés per Fira Gran Via"
PW.1.913_E.1091301,1.913,E.1091301,1,0,60,"Sortida per Fira Gran Via"
PW.E.91311_1.913,E.91311,1.913,1,0,60,"Accés per Plaça Europa"
PW.E.1091311_1.913,E.1091311,1.913,1,0,60,"Accés per Plaça Europa"
PW.1.913_E.91311,1.913,E.91311,1,0,60,"Sortida per Plaça Europa"
PW.1.913_E.1091311,1.913,E.1091311,1,0,60,"Sortida per Plaça Europa"
PW.1.914_E.1091401,1.914,E.1091401,1,0,60,"Sortida per Can Tries - Narcís de Monturiol"
PW.E.91401_1.914,E.91401,1.914,1,0,60,"Accés per Can Tries - Narcís de Monturiol"
PW.E.1091401_1.914,E.1091401,1.914,1,0,60,"Accés per Can Tries - Narcís de Monturiol"
PW.1.914_E.91401,1.914,E.91401,1,0,60,"Sortida per Can Tries - Narcís de Monturiol"
PW.1.915_1.117,1.915,1.117,2,0,45,"Correspondència L9SL10S - L1"
PW.1.916_1.515,1.916,1.515,2,0,120,"Correspondència L9SL10S - L5"
PW.1.916_E.91601,1.916,E.91601,1,0,60,"Sortida per Av. Sant Ramon"
PW.E.91601_1.916,E.91601,1.916,1,0,60,"Accés per Av. Sant Ramon"
PW.E.1091601_1.916,E.1091601,1.916,1,0,60,"Accés per Av. Sant Ramon"
PW.1.916_E.1091601,1.916,E.1091601,1,0,60,"Sortida per Av. Sant Ramon"
PW.1.918_1.314,1.918,1.314,2,0,45,"Correspondència L9S - L3"
PW.1.918_E.91801,1.918,E.91801,1,0,60,"Sortida per Dr. Marañón"
PW.E.91801_1.918,E.91801,1.918,1,0,60,"Accés per Dr. Marañón"
PW.E.1091801_1.918,E.1091801,1.918,1,0,60,"Accés per Dr. Marañón"
PW.1.918_E.1091801,1.918,E.1091801,1,0,60,"Sortida per Dr. Marañón"
PW.1.930_1.526,1.930,1.526,2,0,90,"Correspondència L9NL10N - L5"
PW.1.930_1.133,1.930,1.133,2,0,150,"Correspondència L9NL10N - L1"
PW.1.932_E.93201,1.932,E.93201,1,0,60,"Sortida per Onze de Setembre"
PW.E.1093201_1.932,E.1093201,1.932,1,0,60,"Accés per Onze de Setembre"
PW.E.93201_1.932,E.93201,1.932,1,0,60,"Accés per Onze de Setembre"
PW.1.932_E.1093201,1.932,E.1093201,1,0,60,"Sortida per Onze de Setembre"
PW.1.933_E.93301,1.933,E.93301,1,0,60,"Sortida per Sant Adrià"
PW.1.933_E.1093301,1.933,E.1093301,1,0,60,"Sortida per Sant Adrià"
PW.E.93301_1.933,E.93301,1.933,1,0,60,"Accés per Sant Adrià"
PW.E.1093301_1.933,E.1093301,1.933,1,0,60,"Accés per Sant Adrià"
PW.1.934_E.93401,1.934,E.93401,1,0,60,"Sortida per Avinguda d'Amèrica"
PW.E.93401_1.934,E.93401,1.934,1,0,60,"Accés per Avinguda d'Amèrica"
PW.E.93402_1.934,E.93402,1.934,1,0,60,"Accés per Avinguda d'Amèrica (mercat)"
PW.1.934_E.93402,1.934,E.93402,1,0,60,"Sortida per Avinguda d'Amèrica (mercat)"
PW.1.934_E.1093402,1.934,E.1093402,1,0,60,"Sortida per Avinguda d'Amèrica (mercat)"
PW.E.1093402_1.934,E.1093402,1.934,1,0,60,"Accés per Avinguda d'Amèrica (mercat)"
PW.E.93403_1.934,E.93403,1.934,1,0,60,"Accés per Ronda Sant Antoni"
PW.1.934_E.93403,1.934,E.93403,1,0,60,"Sortida per Ronda Sant Antoni"
